layer,cs_condition,baseline,pair,jaccard_mean,jaccard_std,cosine_mean,cosine_std,n_sentences
0,cs_hi,english,EN_in_cs_hi_vs_english,0.5283636377537745,0.07372622305819114,0.7841693113993358,0.11007840118083374,999
0,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.37969727376271123,0.015269441115467191,0.4553025229885294,0.10432863182131373,999
0,cs_fr,english,EN_in_cs_fr_vs_english,0.5855967898264973,0.07647157466515118,0.8658858057972905,0.06728400426123177,999
0,cs_fr,french,EN_in_cs_fr_vs_french,0.4336957762029944,0.026979675805709216,0.66435634767687,0.08128678584132974,999
1,cs_hi,english,EN_in_cs_hi_vs_english,0.4847926119440905,0.0590958122206802,0.5498331849341158,0.13900681154260244,999
1,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.3713676466017554,0.013145924667362441,0.3546051070228353,0.08046643597230428,999
1,cs_fr,english,EN_in_cs_fr_vs_english,0.5253936067566571,0.06090654306659584,0.6520468313414771,0.11750327173464452,999
1,cs_fr,french,EN_in_cs_fr_vs_french,0.4256334564033996,0.028582560680242144,0.49976375112841437,0.09171268698137042,999
2,cs_hi,english,EN_in_cs_hi_vs_english,0.507712166780732,0.06962319912431199,0.5368751473762132,0.16843525723913624,999
2,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4603304091353501,0.041538783718884975,0.47883896772060786,0.13365581694383996,999
2,cs_fr,english,EN_in_cs_fr_vs_english,0.5643819402106879,0.06717069450492733,0.6712314714346681,0.13326299864901472,999
2,cs_fr,french,EN_in_cs_fr_vs_french,0.5300274976101328,0.04262442010881495,0.6495977948364746,0.10124502220084394,999
3,cs_hi,english,EN_in_cs_hi_vs_english,0.4858355724845465,0.06363091346511557,0.5254614878076691,0.17325752720006998,999
3,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.44831883486915114,0.035804879071178866,0.4678704216927141,0.13497596181708538,999
3,cs_fr,english,EN_in_cs_fr_vs_english,0.5508054031786811,0.06138876456510409,0.6861761523144053,0.12312678283578814,999
3,cs_fr,french,EN_in_cs_fr_vs_french,0.5204528636053644,0.041214361580651296,0.6606898705164591,0.105037570912235,999
4,cs_hi,english,EN_in_cs_hi_vs_english,0.4583160216240826,0.05451665033253584,0.46956049940279415,0.13807358397347524,999
4,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4431314937420278,0.03234247872493245,0.466379594568674,0.10161959155542105,999
4,cs_fr,english,EN_in_cs_fr_vs_english,0.5307991716006012,0.055104476765903763,0.6491255551069468,0.10736053056092544,999
4,cs_fr,french,EN_in_cs_fr_vs_french,0.5160037339521505,0.041480572967493946,0.634305953360475,0.10687117669799476,999
5,cs_hi,english,EN_in_cs_hi_vs_english,0.45177270544868053,0.057201265405006564,0.4319841926943071,0.21790051824579515,999
5,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4414880850221342,0.037413648510987996,0.41581316734588397,0.19630751367044982,999
5,cs_fr,english,EN_in_cs_fr_vs_english,0.5318858725396621,0.056090501210950786,0.6574964302930388,0.1297498187113127,999
5,cs_fr,french,EN_in_cs_fr_vs_french,0.529412061218163,0.04135036370417357,0.6635924356395716,0.11982713235110536,999
6,cs_hi,english,EN_in_cs_hi_vs_english,0.4808130172070617,0.058245179189142765,0.5939764362877352,0.1805182819591845,999
6,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.48736716583991635,0.04814260363785444,0.605803858307125,0.1815387770479295,999
6,cs_fr,english,EN_in_cs_fr_vs_english,0.5662097176141869,0.05587277333726095,0.7727223491823828,0.1021152566047431,999
6,cs_fr,french,EN_in_cs_fr_vs_french,0.5730942955612643,0.05132159489189433,0.7816938252278695,0.10614503417508808,999
7,cs_hi,english,EN_in_cs_hi_vs_english,0.5254211110128215,0.06127701941796662,0.6959148259223761,0.15305477407930224,999
7,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.5594155826388671,0.055311785231597445,0.7357004733571598,0.1522179965350787,999
7,cs_fr,english,EN_in_cs_fr_vs_english,0.6115120299512016,0.05507947385131471,0.8430000969821269,0.08307577980804226,999
7,cs_fr,french,EN_in_cs_fr_vs_french,0.6316814063238151,0.05148034722729547,0.8618347533457391,0.08425242255292428,999
8,cs_hi,english,EN_in_cs_hi_vs_english,0.5124209660666463,0.07584497101604493,0.5920463723006534,0.22958287758363646,999
8,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.528436204788012,0.06960255320346173,0.6122662535381715,0.23417551501815867,999
8,cs_fr,english,EN_in_cs_fr_vs_english,0.6106715854550718,0.06352523658143781,0.8004712280299928,0.11094725935196312,999
8,cs_fr,french,EN_in_cs_fr_vs_french,0.6263668538362794,0.058586854374802266,0.8183489296924662,0.10839672629613671,999
9,cs_hi,english,EN_in_cs_hi_vs_english,0.47446502683094144,0.06617744319261235,0.4639860950634107,0.22747279083100214,999
9,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.48437442446952256,0.05137181509665781,0.4833729229883773,0.19946600181228744,999
9,cs_fr,english,EN_in_cs_fr_vs_english,0.5734152242696168,0.06251218136530227,0.7366522953503423,0.1324836714617697,999
9,cs_fr,french,EN_in_cs_fr_vs_french,0.5844816064314658,0.054752589508126594,0.7569264806956202,0.12505726220986935,999
10,cs_hi,english,EN_in_cs_hi_vs_english,0.4585197078075843,0.06388489373110547,0.397060560116948,0.23746403439274583,999
10,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.46415809663059704,0.046826911257825586,0.3985883247216108,0.21609248020631144,999
10,cs_fr,english,EN_in_cs_fr_vs_english,0.5582578240660984,0.056854199968758616,0.6789521336279534,0.1379968631308839,999
10,cs_fr,french,EN_in_cs_fr_vs_french,0.5659982884284415,0.05081567938365341,0.6888169068143936,0.13851521133160546,999
11,cs_hi,english,EN_in_cs_hi_vs_english,0.43691980210091164,0.07103428002632234,0.3132018601768664,0.28617504012318173,999
11,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.43499732063720864,0.0515723617201952,0.30885648741866945,0.25956979804046254,999
11,cs_fr,english,EN_in_cs_fr_vs_english,0.5417958233490642,0.061986117830416985,0.6492347467021348,0.16268611172245692,999
11,cs_fr,french,EN_in_cs_fr_vs_french,0.5452173057180999,0.055999351092309045,0.6533592899299195,0.16490190252685294,999
12,cs_hi,english,EN_in_cs_hi_vs_english,0.5090011876369104,0.08032451998078534,0.5555326814469121,0.2757277043342864,999
12,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.5217818462468733,0.07464770075683472,0.5694665940745535,0.28314060353123355,999
12,cs_fr,english,EN_in_cs_fr_vs_english,0.6189845511798683,0.0680076083250796,0.8034399877375997,0.1265717099443761,999
12,cs_fr,french,EN_in_cs_fr_vs_french,0.6366754550141204,0.06284901271220925,0.820234400204367,0.12513767517267307,999
13,cs_hi,english,EN_in_cs_hi_vs_english,0.49490955396893094,0.08748906271981026,0.5843870750303521,0.31453310116716043,999
13,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.5084265939089625,0.08014998495492484,0.5992886792319277,0.3121229531650385,999
13,cs_fr,english,EN_in_cs_fr_vs_english,0.614699620763964,0.07126145389192579,0.8451950921261268,0.13611094989696582,999
13,cs_fr,french,EN_in_cs_fr_vs_french,0.6338426620149322,0.06603476528192308,0.8593562851399854,0.13432255408473878,999
14,cs_hi,english,EN_in_cs_hi_vs_english,0.47438313848966557,0.07697514511655727,0.44703186905800224,0.20099698991679477,999
14,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.47905416780665105,0.06420963399611039,0.4593912121869304,0.18235331554582504,999
14,cs_fr,english,EN_in_cs_fr_vs_english,0.5825215926541747,0.06730749409324278,0.6880417806856163,0.12912166932166041,999
14,cs_fr,french,EN_in_cs_fr_vs_french,0.5987110874015416,0.06197280487168082,0.714454418814576,0.12092439473535024,999
15,cs_hi,english,EN_in_cs_hi_vs_english,0.4306293169925676,0.06768066978759975,0.25661886310130516,0.2668014384288926,999
15,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4288222818593808,0.05204850614956528,0.2628905917945221,0.2276516613679916,999
15,cs_fr,english,EN_in_cs_fr_vs_english,0.5310749930160429,0.06301926428630976,0.5888022078143841,0.16762229094199046,999
15,cs_fr,french,EN_in_cs_fr_vs_french,0.5384529720522006,0.056626454492374835,0.6043162478900349,0.16092364860088434,999
16,cs_hi,english,EN_in_cs_hi_vs_english,0.44670510135186325,0.06980455881369135,0.32682586428568905,0.27897185097942784,999
16,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4320663717689361,0.058264465806777084,0.30032832067305065,0.22647205256515215,999
16,cs_fr,english,EN_in_cs_fr_vs_english,0.5498177349868044,0.06708944265633413,0.6471557479996879,0.17144876679002355,999
16,cs_fr,french,EN_in_cs_fr_vs_french,0.5588382859889585,0.061347368282644504,0.6591312730269091,0.15950183096440945,999
17,cs_hi,english,EN_in_cs_hi_vs_english,0.46785145873789485,0.07621053386224146,0.3952095858189063,0.26036928343377314,999
17,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4590993715609656,0.06020133782033946,0.3649294897647803,0.22067176821079437,999
17,cs_fr,english,EN_in_cs_fr_vs_english,0.5750558745258958,0.06718946321273933,0.6977548943588382,0.14201446294341638,999
17,cs_fr,french,EN_in_cs_fr_vs_french,0.5860036938462435,0.05832483301167028,0.7111892749739412,0.12751070076975354,999
18,cs_hi,english,EN_in_cs_hi_vs_english,0.46368028655774346,0.08008594049583266,0.37894620794084455,0.33104978148727554,999
18,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.43598647288570075,0.0549170661129488,0.3393467545255998,0.2883111104052842,999
18,cs_fr,english,EN_in_cs_fr_vs_english,0.5807886856853318,0.06868066085786402,0.7290536860569014,0.1696163055841278,999
18,cs_fr,french,EN_in_cs_fr_vs_french,0.569377390150491,0.05556366863302335,0.7232194679888997,0.15494558403878858,999
19,cs_hi,english,EN_in_cs_hi_vs_english,0.45402067794973017,0.0743894321672024,0.3474405404732926,0.27043171767972984,999
19,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.42778869373000894,0.04379591551871411,0.27063594633005783,0.19336724560461854,999
19,cs_fr,english,EN_in_cs_fr_vs_english,0.5676800426081088,0.06526825635734576,0.658112667446902,0.1650076085921081,999
19,cs_fr,french,EN_in_cs_fr_vs_french,0.547846393676638,0.0476956509555037,0.6280298885591962,0.12890571808432244,999
20,cs_hi,english,EN_in_cs_hi_vs_english,0.4459960983898983,0.09037853956374703,0.23331238331391593,0.46153457888363764,999
20,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4141631256821668,0.06256645243030871,0.1657751046462894,0.4352232809558657,999
20,cs_fr,english,EN_in_cs_fr_vs_english,0.5627969251987257,0.07637319227195832,0.6532801555884952,0.279743631504989,999
20,cs_fr,french,EN_in_cs_fr_vs_french,0.5314919543496675,0.05360614684309521,0.6127794716095023,0.24972301930804064,999
21,cs_hi,english,EN_in_cs_hi_vs_english,0.49054260814618333,0.08938257574285055,0.37066207923022126,0.36918986158058054,999
21,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.46097965647932976,0.05462057950449719,0.3297533784202965,0.2775844948854271,999
21,cs_fr,english,EN_in_cs_fr_vs_english,0.601172851220036,0.07442924527015829,0.6967919167125126,0.21215432818884736,999
21,cs_fr,french,EN_in_cs_fr_vs_french,0.5746914038477072,0.05143308049263118,0.6702529142412158,0.17652168418577366,999
22,cs_hi,english,EN_in_cs_hi_vs_english,0.4937672410282393,0.12434108094381846,0.4130808206065814,0.38329431739467557,999
22,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4555935927320883,0.08199102847948615,0.34613813360733725,0.30673462055821393,999
22,cs_fr,english,EN_in_cs_fr_vs_english,0.6193003111493781,0.09517649995488485,0.7263844938416433,0.2120884047294973,999
22,cs_fr,french,EN_in_cs_fr_vs_french,0.5740094542166352,0.06633043358573211,0.6674614848016208,0.18139504580695065,999
23,cs_hi,english,EN_in_cs_hi_vs_english,0.4780645846851757,0.08254421907708724,0.3547602624219196,0.378898245009999,999
23,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.46490883339340927,0.05587977977201683,0.34395516833378553,0.3365087440142689,999
23,cs_fr,english,EN_in_cs_fr_vs_english,0.5817843639793837,0.07480141586344381,0.6664384310233973,0.22526973824706664,999
23,cs_fr,french,EN_in_cs_fr_vs_french,0.5425969661919179,0.05092651394995194,0.6128260419984629,0.15217222922269893,999
24,cs_hi,english,EN_in_cs_hi_vs_english,0.4354229184200435,0.09884648907215168,0.31090601866926626,0.43545693784770656,999
24,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.432349089195292,0.07893427466809239,0.3361347088882992,0.34611561962999254,999
24,cs_fr,english,EN_in_cs_fr_vs_english,0.5352767069344192,0.08441148192779481,0.654335896979115,0.25287068961772485,999
24,cs_fr,french,EN_in_cs_fr_vs_french,0.524363313120338,0.06307288658283096,0.6413985759674061,0.20223188604237485,999
25,cs_hi,english,EN_in_cs_hi_vs_english,0.48794176221603053,0.08229477958602877,0.5061926133247515,0.232684097882771,999
25,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.4423346940614413,0.07565373565332326,0.32986333133052437,0.2571536516075041,999
25,cs_fr,english,EN_in_cs_fr_vs_english,0.5805179027721918,0.07812312238230149,0.7317396034379382,0.15043744305035134,999
25,cs_fr,french,EN_in_cs_fr_vs_french,0.5363429676327488,0.057261888229073105,0.6281132163392292,0.13835030224716685,999
26,cs_hi,english,EN_in_cs_hi_vs_english,0.49184675143501205,0.08827353267578522,0.48093307684178,0.22960840320954215,999
26,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.481144894721727,0.060997145692375944,0.5574079500781642,0.18221089368915144,999
26,cs_fr,english,EN_in_cs_fr_vs_english,0.5660231662828937,0.07996694210865443,0.7151797293154923,0.1595724259279347,999
26,cs_fr,french,EN_in_cs_fr_vs_french,0.5359295042212551,0.05729802477782551,0.646392715705169,0.12817411747627555,999
27,cs_hi,english,EN_in_cs_hi_vs_english,0.7068433287110354,0.09101637493811711,0.8296813309132993,0.11677955928307285,999
27,cs_hi,hindi,EN_in_cs_hi_vs_hindi,0.5845390562367694,0.0967917081838959,0.3423250900664275,0.27142496115566417,999
27,cs_fr,english,EN_in_cs_fr_vs_english,0.7422613955779384,0.08104949695385305,0.8670307302081192,0.09639508182951513,999
27,cs_fr,french,EN_in_cs_fr_vs_french,0.7340880218659765,0.08250210732702475,0.8234959543347955,0.12221464998490411,999
